pose-0	FALSE
pose-2312	CIRCLE
pose-2313	CIRCLE
pose-2314	CIRCUMCISE
pose-2315	CIRCUMCISE
pose-2316	CIRCUMCISE
pose-2317	CITY COMMUNITY
pose-2318	CITY COMMUNITY
pose-2319	CITY COMMUNITY
pose-2320	CITY COMMUNITY
pose-2321	CITY COMMUNITY
pose-2322	CITY COMMUNITY
pose-2323	CITY COMMUNITY
pose-2324	CITY COMMUNITY
pose-2325	CITY COMMUNITY
pose-2326	CITY COMMUNITY
pose-2327	CLASS
pose-2328	CLASS
pose-2329	CLASS BOX ROOM
pose-2330	CLASS BOX ROOM
pose-2331	CLASS BOX ROOM
pose-2332	CLASS BOX ROOM
pose-2333	CLASS
pose-2334	CLASS
pose-2335	CLASS
pose-2336	CLASS
pose-2337	CLEAR
pose-2338	CLEAR
pose-2339	CLEAR
pose-2340	CLEVER
pose-2341	CLEVER
pose-2342	CLEVER
pose-2343	CLEVER
pose-2344	CLIMB
pose-2345	CLIMBING ROCKS
pose-2346	CLIP NAILS
pose-2347	CLIP NAILS
pose-2348	CLIP NAILS
pose-2349	CLIP NAILS
pose-2350	CLIP NAILS
pose-2351	CLIP NAILS
pose-2352	CLIP NAILS
pose-2353	CLOSE
pose-2354	CLOSE
pose-2355	CLOSE
pose-2356	CLOSE
pose-2357	CLOSE DOOR
pose-2358	CLOSE DOOR
pose-2359	CLOSE DOOR
pose-2360	CLOSE DOOR
pose-2361	CLOSE DOOR
pose-2362	CLOSE WINDOW
pose-2363	CLOSE WINDOW
pose-2364	CLOSE WINDOW
pose-2365	CLOSE WINDOW
pose-2366	CLOSE WINDOW
pose-2367	CLOUD
pose-2368	CLOUD
pose-2369	CLOUD
pose-2370	CLOUD
pose-2371	CLOWN
pose-2372	CLOWN
pose-2373	CLOWN
pose-2374	COACH
pose-2375	COACH
pose-2376	COACH
pose-2377	COACH
pose-2378	COAT
pose-2379	COAT
pose-2380	COAT
pose-2381	COAT
pose-2382	COAT
pose-2383	COAT
pose-2384	COCAINE
pose-2385	COCAINE
pose-2386	COCAINE
pose-2387	COCKTAIL
pose-2388	COCKTAIL
pose-2389	COCKTAIL
pose-2390	COCKTAIL
pose-2391	COCONUT
pose-2392	COCONUT
pose-2393	COCONUT
pose-2394	COFFEE
pose-2395	COFFEE
pose-2396	COFFEE
pose-2397	COFFEE
pose-2398	COFFEE
pose-2399	COFFEE
pose-2400	COINS CHANGE
pose-2401	COINS CHANGE
pose-2402	COINS CHANGE
pose-2403	COINS CHANGE
pose-2404	COLD
pose-2405	COLD
pose-2406	COLD
pose-2407	COLD
pose-2408	COLD
pose-2409	COLD
pose-2410	COLD
pose-2411	COLD
pose-2412	COLD DOOR
pose-2413	COLD DOOR
pose-2414	COLLAPSE
pose-2415	COLLAPSE
pose-2416	COLLAR
pose-2417	COLLAR
pose-2418	COLLAR
pose-2419	COLLAR
pose-2420	COLLECT
pose-2421	COLLECT
pose-2422	COLLECT
pose-2423	COLLECT
pose-2424	COLLECT
pose-2425	COLLECT
pose-2426	COLLECT
pose-2427	COLLECT
pose-2428	COLLECT
pose-2429	COLLECT
pose-2430	COLLECT
pose-2431	COLLECT
pose-2432	COLLECT
pose-2433	COLLECT
pose-2434	COLLEGE
pose-2435	COLLEGE
pose-2436	COLLEGE
pose-2437	COLLEGE
pose-2438	COLLEGE
pose-2439	COLOR
pose-2440	COLOR
pose-2441	COLOR
pose-2442	COLOR
pose-2443	COMB
pose-2444	COMB
pose-2445	COMB
pose-2446	COMB
pose-2447	COMB
pose-2448	COMB
pose-2449	COMB
pose-2450	COME
pose-2451	COME
pose-2452	COME
pose-2453	COME
pose-2454	COME ON
pose-2455	COME ON
pose-2456	COME ON
pose-2457	COME ON
pose-2458	COME ON
pose-2459	COMFORTABLE
pose-2460	COMFORTABLE
pose-2461	COMFORTABLE
pose-2462	COMFORTABLE
pose-2463	COMMITTEE
pose-2464	COMMITTEE
pose-2465	COMMITTEE
pose-2466	COMMON SENSE
pose-2467	COMMON SENSE
pose-2468	COMMUNICATE
pose-2469	COMMUNICATE
pose-2470	COMMUNICATE
pose-2471	COMMUNICATE
pose-2472	COMMUNICATE
pose-2473	COMMUNICATE
pose-2474	COMMUNICATE MISCOMMUNICATE
pose-2475	COMMUNICATE MISCOMMUNICATE
pose-2476	COMMUNIST
pose-2477	COMMUNIST
pose-2478	COMMUNIST
pose-2479	COMMUTE
pose-2480	COMMUTE
pose-2481	COMMUTE
pose-2482	COMMUTE
pose-2483	COMPARE
pose-2484	COMPARE
pose-2485	COMPARE
pose-2486	COMPARE
pose-2487	COMPETITION
pose-2488	COMPETITION
pose-2489	COMPETITION
pose-2490	COMPETITION
pose-2491	COMPETITION
pose-2492	COMPETITION
pose-2493	COMPETITION
pose-2494	COMPETITION
pose-2495	COMPLAIN OBJECT
pose-2496	COMPLAIN OBJECT
pose-2497	COMPLAIN OBJECT
pose-2498	COMPLAIN OBJECT
pose-2499	COMPLAIN OBJECT
pose-2500	COMPLAIN OBJECT
pose-2501	COMPLAIN OBJECT
pose-2502	COMPLICATED
pose-2503	COMPLICATED
pose-2504	COMPUTER
pose-2505	COMPUTER
pose-2506	COMPUTER
pose-2507	COMPUTER
pose-2508	COMPUTER
pose-2509	COMPUTER
pose-2510	COMPUTER
pose-2511	CONCEPT
pose-2512	CONCEPT
pose-2513	CONCEPT
pose-2514	CONCEPT
pose-2515	CONCEPT
pose-2516	CONCERN
pose-2517	CONCERN
pose-2518	CONCERN
pose-2519	CONCERN
pose-2520	CONCERN
pose-2521	CONCLUSION
pose-2522	CONDUCT MUSIC
pose-2523	CONDUCT MUSIC
pose-2524	CONDUCT MUSIC
pose-2525	CONDUCTOR
pose-2526	CONDUCTOR
pose-2527	CONFIDENT
pose-2528	CONFIDENT
pose-2529	CONFIDENT
pose-2530	CONFIDENTIAL
pose-2531	CONFIDENTIAL
pose-2532	CONFIDENTIAL
pose-2533	CONFLICT INTERSECTION
pose-2534	CONFLICT INTERSECTION
pose-2535	CONFLICT INTERSECTION
pose-2536	CONFLICT INTERSECTION
pose-2537	CONFLICT INTERSECTION
pose-2538	CONFLICT INTERSECTION
pose-2539	CONFLICT INTERSECTION
pose-2540	CONFLICT INTERSECTION
pose-2541	CONFLICT INTERSECTION
pose-2542	CONFRONT
pose-2543	CONFRONT
pose-2544	CONFRONT
pose-2545	CONFUSE
pose-2546	CONFUSE
pose-2547	CONFUSE
pose-2548	CONGRATULATIONS
pose-2549	CONGRATULATIONS
pose-2550	CONGRATULATIONS
pose-2551	CONGRATULATIONS
pose-2552	CONSTITUTION
pose-2553	CONSTITUTION
pose-2554	CONSTITUTION
pose-2555	CONTACT
pose-2556	CONTACT
pose-2557	CONTACT
pose-2558	CONTACT
pose-2559	CONTACT LENSES
pose-2560	CONTACT LENSES
pose-2561	CONTACT LENSES
pose-2562	CONTACT LENSES
pose-2563	CONTINUE
pose-2564	CONTINUE
pose-2565	CONTINUE
pose-2566	CONTINUE
pose-2567	CONTINUE
pose-2568	CONTINUE
pose-2569	CONTINUE
pose-2570	CONTINUE
pose-2571	CONVINCE
pose-2572	CONVINCE
pose-2573	CONVINCE
pose-2574	CONVINCE
pose-2575	CONVINCE
pose-2576	CONVINCE
pose-2577	CONVINCE
pose-2578	COOK KITCHEN
pose-2579	COOK KITCHEN
pose-2580	COOK KITCHEN
pose-2581	COOK KITCHEN
pose-2582	COOK KITCHEN
pose-2583	COOK KITCHEN AGENT
pose-2584	COOK KITCHEN AGENT
pose-2585	COOK KITCHEN AGENT
pose-2586	COOK KITCHEN AGENT
pose-2587	COOK KITCHEN BOX ROOM
pose-2588	COOK KITCHEN BOX ROOM
pose-2589	COOKIE
pose-2590	COOKIE
pose-2591	COOKIE
pose-2592	COOKIE
pose-2593	COOKING
pose-2594	COOKING
pose-2595	COOL
pose-2596	COOL
pose-2597	COOL
pose-2598	COOL
pose-2599	COOPERATE UNITE
pose-2600	COOPERATE UNITE
pose-2601	COOPERATE UNITE
pose-2602	COOPERATE UNITE
pose-2603	COOPERATE UNITE
pose-2604	COOPERATE UNITE
pose-2605	COP
pose-2606	COP
pose-2607	COP
pose-2608	COP
pose-2609	COP
pose-2610	COP RESEARCH
pose-2611	COP RESEARCH
pose-2612	COPY
pose-2613	COPY
pose-2614	COPY
pose-2615	COPY
pose-2616	COPY
pose-2617	COPY
pose-2618	COPY
pose-2619	COPY
pose-2620	COPY DOWN
pose-2621	COPY DOWN
pose-2622	COPY DOWN
pose-2623	COPY DOWN
pose-2624	COPY DOWN
pose-2625	COPY
pose-2626	COPY
pose-2627	COPY
pose-2628	COPY
pose-2629	COP
pose-2630	COP
pose-2631	COP
pose-2632	COP
pose-2633	COP
pose-2634	COP
pose-2635	CORN
pose-2636	CORN
pose-2637	CORN
pose-2638	CORNER
pose-2639	CORNER
pose-2640	CORNER
pose-2641	CORNER
pose-2642	CORN
pose-2643	CORN
pose-2644	CORN
pose-2645	CORN
pose-2646	CORRECT
pose-2647	CORRECT
pose-2648	CORRECT
pose-2649	CORRECT
pose-2650	CORRESPOND
pose-2651	CORRESPOND
pose-2652	CORRESPOND
pose-2653	COUCH
pose-2654	COUGH
pose-2655	COUGH
pose-2656	COUGH
pose-2657	COUGH
pose-2658	COUGH
pose-2659	COUGH
pose-2660	COUGH
pose-2661	COUGH
pose-2662	COUNT
pose-2663	COUNT
pose-2664	COUNT
pose-2665	COUNT
pose-2666	COUNT
pose-2667	COUNTRY
pose-2668	COUNTRY
pose-2669	COUNTRY
pose-2670	COUNTRY
pose-2671	COUNTRY
pose-2672	COUNTRY
pose-2673	COUNTRY
pose-2674	COUNT
pose-2675	COURSE
pose-2676	COURSE
pose-2677	COURSE
pose-2678	COURSE
pose-2679	COURSE
pose-2680	COURT
pose-2681	COURT
pose-2682	COURT
pose-2683	COURT
pose-2684	COURT
pose-2685	COURT
pose-2686	COURT
pose-2687	COURT
pose-2688	COURT
pose-2689	COURT AGENT
pose-2690	COURT AGENT
pose-2691	COURT AGENT
pose-2692	COURT BOX ROOM
pose-2693	COURT HOUSE
pose-2694	COURT HOUSE
pose-2695	COURT HOUSE
pose-2696	COUSIN
pose-2697	COUSIN
pose-2698	COUSIN
pose-2699	COUSIN
pose-2700	COUSIN
pose-2701	COVER
pose-2702	COVER
pose-2703	COVER
pose-2704	COVER
pose-2705	COVER
pose-2706	COW
pose-2707	COW
pose-2708	COW
pose-2709	CRACK
pose-2710	CRACK
pose-2711	CRACK
pose-2712	CRACK
pose-2713	CRACKER PASSOVER
pose-2714	CRACKER PASSOVER
pose-2715	CRACKER PASSOVER
pose-2716	CRACKER PASSOVER
pose-2717	CRAWL
pose-2718	CRAWL
pose-2719	CRAWL
pose-2720	CRAZY
pose-2721	CRAZY
pose-2722	CRAZY
pose-2723	CRAZY
pose-2724	CRAZY
pose-2725	CREAM
pose-2726	CREAM
pose-2727	CREAM
pose-2728	CREAM
pose-2729	CREATE PRETEND
pose-2730	CREATE PRETEND
pose-2731	CREATE PRETEND
pose-2732	CREATE PRETEND
pose-2733	CREDIT CARD
pose-2734	CREDIT CARD
pose-2735	CREDIT CARD
pose-2736	CREDIT CARD
pose-2737	CRIPPLE
pose-2738	CRIPPLE
pose-2739	CRIPPLE
pose-2740	CRIPPLE
pose-2741	CROSS
pose-2742	CROSS
pose-2743	CROSS
pose-2744	CROSS MY HEART
pose-2745	CROSS MY HEART
pose-2746	CROWDED
pose-2747	CROWDED
pose-2748	CROWN
pose-2749	CROWN
pose-2750	CROWN
pose-2751	CROWN
pose-2752	CROWN DCL
pose-2753	CRUEL
pose-2754	CRUEL
pose-2755	CRUEL
pose-2756	CRUEL
pose-2757	CRUEL
pose-2758	CRUEL
pose-2759	CRUSH
pose-2760	CRUSH
pose-2761	CRUSH
pose-2762	CRUSH
pose-2763	CRUSH
pose-2764	CRY
pose-2765	CRY
pose-2766	CUBED
pose-2767	CUBED
pose-2768	CULTURE
pose-2769	CULTURE
pose-2770	CULTURE
pose-2771	CULTURE
pose-2772	CUP
pose-2773	CUP
pose-2774	CUPBOARD
pose-2775	CUPBOARD
pose-2776	CUPBOARD
pose-2777	CURIOUS
pose-2778	CURIOUS
pose-2779	CURIOUS
pose-2780	CURIOUS
pose-2781	CURLY
pose-2782	CURLY
pose-2783	CURLY
pose-2784	CURLY
pose-2785	CURRICULUM
pose-2786	CURRICULUM
pose-2787	CURRICULUM
pose-2788	CURSE
pose-2789	CURSE
pose-2790	CURTAIN
pose-2791	CURTAIN
pose-2792	CURTAIN
pose-2793	CURTAIN
pose-2794	CURVE
pose-2795	CURVE
pose-2796	CURVE
pose-2797	CURVE
pose-2798	CUSHION
pose-2799	CUSHION
pose-2800	CUSHION
pose-2801	CUSHION
pose-2802	CUSTOMER
pose-2803	CUSTOMER
pose-2804	CUT
pose-2805	CUT
pose-2806	CUT
pose-2807	CUT
pose-2808	CUT FABRIC
pose-2809	CUT FABRIC
pose-2810	CUT FABRIC
pose-2811	CUT FABRIC
pose-2812	CUT WITH SCISSORS
pose-2813	CUT WITH SCISSORS
pose-2814	CUTE
pose-2815	CUTE
pose-2816	CUTE
pose-2817	CUTE
pose-2818	CUTE
pose-2819	CUTE
pose-2820	CUTE
pose-2821	CUTE
pose-2822	CUTE
pose-2823	CUTE
pose-2824	CUTE
pose-2825	CUTE
pose-2826	CUTE
pose-2827	CUTE
pose-2828	CUTE
pose-2829	CUTE DCL
pose-2830	CUTE DCL
pose-2831	CYCLE
pose-2832	CYCLE
pose-2833	CYCLE
pose-2834	CYCLE
pose-2835	D
pose-2836	D
pose-2837	D
pose-2838	D
pose-2839	DANCE
pose-2840	DANCE
pose-2841	DANCE
pose-2842	DANCE
pose-2843	DANCE
pose-2844	DANCE
pose-2845	DANGER
pose-2846	DANGER
pose-2847	DANGER
pose-2848	DANGER
pose-2849	DANGER
pose-2850	DANGER
pose-2851	DARE
pose-2852	DARE
pose-2853	DARE
pose-2854	DARE
pose-2855	DARK
pose-2856	DARK
pose-2857	DARK
pose-2858	DARK
pose-2859	DARK
pose-2860	DARK
pose-2861	DARK
pose-2862	DARK
pose-2863	DARTS
pose-2864	DARTS
pose-2865	DARTS
pose-2866	DARTS
pose-2867	DASH LINES
pose-2868	DASH LINES
pose-2869	DASH LINES
pose-2870	DATE DESSERT
pose-2871	DATE DESSERT
pose-2872	DATE DESSERT
pose-2873	DATE DESSERT
pose-2874	DATE DESSERT
pose-2875	DATE DESSERT
pose-2876	DATE DESSERT
pose-2877	DATE DESSERT
pose-2878	DATE DESSERT
pose-2879	DATE DESSERT
pose-2880	DAUGHTER
pose-2881	DAUGHTER
pose-2882	DAUGHTER
pose-2883	DAUGHTER
pose-2884	DAY
pose-2885	DAY
pose-2886	DAY
pose-2887	DCL T VOLUNTEER SHIRT
pose-2888	DCL  ICL
pose-2889	DCL
pose-2890	DCL
pose-2891	DCL
pose-2892	DCL
pose-2893	DCL
pose-2894	DCL
pose-2895	DCL
pose-2896	DCL
pose-2897	DCL
pose-2898	DCL
pose-2899	DCL      HANDLE
pose-2900	DCL      HANDLE
pose-2901	DCL  B
pose-2902	DCL  B
pose-2903	DCL  L
pose-2904	DCL  U
pose-2905	DCL  U
pose-2906	DCL  V
pose-2907	DCL  V
pose-2908	DCL  V
pose-2909	DEAF
pose-2910	DEAF
pose-2911	DEAF
pose-2912	DEAF
pose-2913	DEAF
pose-2914	DEAF
pose-2915	DEAF
pose-2916	DEAF APPLAUSE
pose-2917	DEAF APPLAUSE
pose-2918	DEAF APPLAUSE
pose-2919	DEAF APPLAUSE
pose-2920	DEAL CARDS
pose-2921	DEAL CARDS
pose-2922	DECIDE
pose-2923	DECIDE
pose-2924	DECIDE
pose-2925	DECIDE
pose-2926	DECIDE
pose-2927	DECIDE
pose-2928	DECIDE
pose-2929	DECIDE
pose-2930	DECONSTRUCT
pose-2931	DECONSTRUCT
pose-2932	DECORATE
pose-2933	DECORATE
pose-2934	DECORATE
pose-2935	DECORATE
pose-2936	DECREASE
pose-2937	DECREASE
pose-2938	DECREASE
pose-2939	DECREASE
pose-2940	DECREASE
pose-2941	DECREASE
pose-2942	DECREASE
pose-2943	DECREASE
pose-2944	DECREASE
pose-2945	DECREASE
pose-2946	DEEP
pose-2947	DEEP
pose-2948	DEEP
pose-2949	DEEP
pose-2950	DEER
pose-2951	DEER
pose-2952	DEFEND
pose-2953	DEFEND
pose-2954	DEFEND
pose-2955	DEFEND
pose-2956	DEFEND
pose-2957	DEFEND
pose-2958	DEFLATE
pose-2959	DEFLATE
pose-2960	DEFLATE
pose-2961	DELETE
pose-2962	DELETE
pose-2963	DELETE
pose-2964	DELICIOUS
pose-2965	DELICIOUS
pose-2966	DELICIOUS
pose-2967	DELICIOUS
pose-2968	DELICIOUS
pose-2969	DELICIOUS
pose-2970	DEMOCRAT
pose-2971	DEMOCRAT
pose-2972	DEMOCRAT
pose-2973	DEMOCRAT
pose-2974	DENTIST
pose-2975	DENTIST
pose-2976	DENY
pose-2977	DENY
pose-2978	DENY
pose-2979	DEPARTMENT
pose-2980	DEPARTMENT
pose-2981	DEPARTMENT
pose-2982	DEPARTMENT
pose-2983	DEPEND
pose-2984	DEPEND
pose-2985	DEPEND
pose-2986	DEPEND
pose-2987	DEPEND
pose-2988	DEPEND
pose-2989	DEPOSIT
pose-2990	DEPOSIT
pose-2991	DEPOSIT
pose-2992	DEPOSIT
pose-2993	DEPOSIT
pose-2994	DEPOSIT
pose-2995	DEPOSIT
pose-2996	DEPRESS
pose-2997	DEPRESS
pose-2998	DEPRESS
pose-2999	DEPRESS
pose-3000	DEPRESS
pose-3001	DEPRESS
pose-3002	DEPRESS
pose-3003	DESTROY
pose-3004	DESTROY
pose-3005	DESTROY
pose-3006	DESTROY
pose-3007	DESTROY
pose-3008	DETECTIVE
pose-3009	DETECTIVE
pose-3010	DETERIORATE
pose-3011	DETERIORATE
pose-3012	DETERIORATE
pose-3013	DETERIORATE
pose-3014	DEVELOP
pose-3015	DEVELOP
pose-3016	DEVELOP
pose-3017	DEVELOP
pose-3018	DEVELOP
pose-3019	DEVELOP
pose-3020	DEVELOP
pose-3021	DEVELOP
pose-3022	DEVIL MISCHIEVOUS
pose-3023	DEVIL MISCHIEVOUS
pose-3024	DEVIL MISCHIEVOUS
pose-3025	DEVIL MISCHIEVOUS
pose-3026	DEVIL MISCHIEVOUS
pose-3027	DEVOUR
pose-3028	DIAL ROTARY
pose-3029	DIALOG
pose-3030	DIALOG
pose-3031	DIALOG
pose-3032	DIALOG
pose-3033	DIAMOND
pose-3034	DIAMOND
pose-3035	DICTIONARY
pose-3036	DICTIONARY
pose-3037	DICTIONARY
pose-3038	DICTIONARY
pose-3039	DIE
pose-3040	DIE
pose-3041	DIE
pose-3042	DIE
pose-3043	DIM
pose-3044	DIM
pose-3045	DIM
pose-3046	DIMPLE
pose-3047	DIMPLE
pose-3048	DIMPLE
pose-3049	DIM
pose-3050	DINNER
pose-3051	DINNER
pose-3052	DINNER
pose-3053	DINNER BOX ROOM
pose-3054	DINNER BOX ROOM
pose-3055	DINNER BOX ROOM
pose-3056	DINOSAUR
pose-3057	DINOSAUR
pose-3058	DINOSAUR
pose-3059	DIPLOMA
pose-3060	DIPLOMA
pose-3061	DIPLOMA
pose-3062	DIPLOMA
pose-3063	DIRECT
pose-3064	DIRECT
pose-3065	DIRECT
pose-3066	DIRECT
pose-3067	DIRECT AGENT
pose-3068	DIRECT AGENT
pose-3069	DIRECT AGENT
pose-3070	DIRECT AGENT
pose-3071	DIRTY
pose-3072	DIRTY
pose-3073	DIRTY
pose-3074	DIRTY
pose-3075	DIRTY
pose-3076	DIRTY
pose-3077	DISAGREE
pose-3078	DISAPPEAR
pose-3079	DISAPPEAR
pose-3080	DISAPPEAR
pose-3081	DISAPPEAR
pose-3082	DISAPPEAR
pose-3083	DISAPPOINT
pose-3084	DISAPPOINT
pose-3085	DISAPPOINT
pose-3086	DISAPPOINT
pose-3087	DISAPPOINT
pose-3088	DISAPPOINT
pose-3089	DISAPPOINT
pose-3090	DISAPPOINT
pose-3091	DISAPPOINT
pose-3092	DISAPPOINT
pose-3093	DISCIPLINE
pose-3094	DISCIPLINE
pose-3095	DISCONNECT
pose-3096	DISCONNECT
pose-3097	DISCONNECT
pose-3098	DISCONNECT
pose-3099	DISCONNECT
pose-3100	DISCONNECT
pose-3101	DISCONNECT
pose-3102	DISCONNECT
pose-3103	DISCONNECT
pose-3104	DISCRIMINATE
pose-3105	DISCRIMINATE
pose-3106	DISCRIMINATE
pose-3107	DISCRIMINATE
pose-3108	DISCUSS
pose-3109	DISCUSS
pose-3110	DISCUSS
pose-3111	DISCUSS
pose-3112	DISCUSS
pose-3113	DISCUSS
pose-3114	DISCUSS
pose-3115	DISCUSS
pose-3116	DISCUSS INTENSELY
pose-3117	DISCUSS INTENSELY
pose-3118	DISGUST
pose-3119	DISGUST
pose-3120	DISGUST
pose-3121	DISGUST
pose-3122	DISGUST
pose-3123	DISGUST
pose-3124	DISH
pose-3125	DISH
pose-3126	DISH
pose-3127	DISH
pose-3128	DISH
pose-3129	DISH
pose-3130	DISH
pose-3131	DISH
pose-3132	DISMISS
pose-3133	DISMISS
pose-3134	DISMISS
pose-3135	DISMISS
pose-3136	DISMISS
pose-3137	DISMISS
pose-3138	DISMISS
pose-3139	DISMISS
pose-3140	DISMISS
pose-3141	DISTRIBUTE
pose-3142	DISTRIBUTE
pose-3143	DISTRIBUTE
pose-3144	DIVE
pose-3145	DIVE
pose-3146	DIVE
pose-3147	DIVE OFF BOARD
pose-3148	DIVE OFF BOARD
pose-3149	DIVE OFF BOARD
pose-3150	DIVE OFF BOARD
pose-3151	DIVE OFF BOARD
pose-3152	DIVE
pose-3153	DIVIDE
pose-3154	DIVIDE
pose-3155	DIVIDE
pose-3156	DIVIDE
pose-3157	DIVORCE
pose-3158	DIVORCE
pose-3159	DIVORCE
pose-3160	DIVORCE
pose-3161	DIVORCE
pose-3162	DIVORCE
pose-3163	DIZZY
pose-3164	DIZZY
pose-3165	DIZZY
pose-3166	DIZZY
pose-3167	DO
pose-3168	DO
pose-3169	DO
pose-3170	DO
pose-3171	DO DO
pose-3172	DO DO
pose-3173	DO DO
pose-3174	DO DO HAPPEN
pose-3175	DOCTOR
pose-3176	DOCTOR
pose-3177	DOCTOR
pose-3178	DOCTOR
pose-3179	DOCTOR
pose-3180	DOCTOR
pose-3181	DOCTOR
pose-3182	DOCTOR
pose-3183	DOLLAR
pose-3184	DOLLAR
pose-3185	DOLLAR
pose-3186	DOLLAR
pose-3187	DOLLAR
pose-3188	DOLLAR
pose-3189	DOLLAR
pose-3190	DON T
pose-3191	DON T
pose-3192	DON T
pose-3193	DONKEY
pose-3194	DONUT
pose-3195	DOOR
pose-3196	DOOR
pose-3197	DOOR
pose-3198	DOOR
pose-3199	DOOR SQUARE
pose-3200	DOOR
pose-3201	DOOR
pose-3202	DOORBELL
pose-3203	DOORBELL
pose-3204	DORM
pose-3205	DORM
pose-3206	DORM
pose-3207	DORM
pose-3208	DOUBT
pose-3209	DOUBT
pose-3210	DOUBT
pose-3211	DOUBT
pose-3212	DOUBT
pose-3213	DOUBT
pose-3214	DOWN
pose-3215	DOWN
pose-3216	DOWN
pose-3217	DOWN
pose-3218	DOWN
pose-3219	DOWN
pose-3220	DOWN
pose-3221	DOWN
pose-3222	DOWN
pose-3223	DOWN TO EARTH
pose-3224	DOWNSTAIRS
pose-3225	DOWNSTAIRS
pose-3226	DOWNSTAIRS
pose-3227	DRAGON
pose-3228	DREAM
pose-3229	DREAM
pose-3230	DREAM
pose-3231	DREAM
pose-3232	DRESS CLOTHES
pose-3233	DRESS CLOTHES
pose-3234	DRESS CLOTHES
pose-3235	DRESS CLOTHES
pose-3236	DRESS CLOTHES
pose-3237	DRESS CLOTHES
pose-3238	DRESS CLOTHES
pose-3239	DRESS CLOTHES
pose-3240	DRESS CLOTHES
pose-3241	DRESS CLOTHES
pose-3242	DRESS CLOTHES
pose-3243	DRESS CLOTHES
pose-3244	DRESS CLOTHES
pose-3245	DRESS CLOTHES
pose-3246	DRESS CLOTHES
pose-3247	DRESS CLOTHES
pose-3248	DRESS CLOTHES
pose-3249	DRESS CLOTHES
pose-3250	DRESS CLOTHES
pose-3251	DRESSER
pose-3252	DRESSER
pose-3253	DRESSER
pose-3254	DRIBBLE
pose-3255	DRIBBLE
pose-3256	DRIBBLE
pose-3257	DRILL
pose-3258	DRILL
pose-3259	DRILL
pose-3260	DRILL
pose-3261	DRINK
pose-3262	DRINK
pose-3263	DRINK
pose-3264	DRINK
pose-3265	DRINK
pose-3266	DRINK
pose-3267	DRIP
pose-3268	DRIP
pose-3269	DRIP
pose-3270	DRIP
pose-3271	DRIVE
pose-3272	DRIVE
pose-3273	DRIVE
pose-3274	DRIVE
pose-3275	DRIVE AROUND
pose-3276	DRIZZLE
pose-3277	DRIZZLE
pose-3278	DROOL
pose-3279	DROOL
pose-3280	DROP
pose-3281	DROP
pose-3282	DROP
pose-3283	DROP
pose-3284	DROP
pose-3285	DROP
pose-3286	DROWN
pose-3287	DROWN
pose-3288	DROWN
pose-3289	DROWN
pose-3290	DRUGS
pose-3291	DRUGS
pose-3292	DRUGS
pose-3293	DRUGS
pose-3294	DRUMS
pose-3295	DRUMS
pose-3296	DRUMS
pose-3297	DRUMS
pose-3298	DRUNK
pose-3299	DRUNK
pose-3300	DRUNK
pose-3301	DRUNK
pose-3302	DRUNK
pose-3303	DRUNK
pose-3304	DRUNK
pose-3305	DRY
pose-3306	DRY
pose-3307	DRY
pose-3308	DRY
pose-3309	DRY
pose-3310	DRY
pose-3311	DRY
pose-3312	DRY
pose-3313	AREA
pose-3314	SPIN
pose-3315	SPIN
pose-3316	DRY
pose-3317	SPIN
pose-3318	DRY WASHING MACHINE
pose-3319	DRY AREA
pose-3320	DRY AREA
pose-3321	DRY AREA
pose-3322	DRY WASHING MACHINE
pose-3323	DRY CEREAL
pose-3324	DRY CEREAL
pose-3325	DUCK
pose-3326	DUCK
pose-3327	DURING WHILE
pose-3328	DURING WHILE
pose-3329	DUSTING
pose-3330	DUSTING
pose-3331	DUSTING
pose-3332	DUTY
pose-3333	DUTY
pose-3334	DUTY
pose-3335	DYE
pose-3336	DYE
pose-3337	DYE
pose-3338	E
pose-3339	E
pose-3340	E
pose-3341	E MAIL
pose-3342	E MAIL
pose-3343	EACH
pose-3344	EACH
pose-3345	EACH
pose-3346	EACH ONE
pose-3347	EACH ONE
pose-3348	EACH ONE
pose-3349	EACH ONE
pose-3350	EACH ONE
pose-3351	EACH ONE
pose-3352	EACH WHERE
pose-3353	EACH WHERE
pose-3354	EAGLE
pose-3355	EAGLE
pose-3356	EAGLE
pose-3357	EAGLE
pose-3358	EAR EAR HURT
pose-3359	EAR HURT
pose-3360	EAR HURT
pose-3361	EAR HURT
pose-3362	EARMUFF
pose-3363	EARMUFF
pose-3364	EARMUFF
pose-3365	EARMUFF
pose-3366	EARRING
pose-3367	EARRING
pose-3368	EARRING
pose-3369	EARRING
pose-3370	EARTH
pose-3371	EARTH
pose-3372	EARTH
pose-3373	EARTH
pose-3374	EARTH
pose-3375	EARTH
pose-3376	EARTH RUMBLE
pose-3377	EARTH RUMBLE
pose-3378	EARTH RUMBLE
pose-3379	EARTH RUMBLE
pose-3380	EARTH SPHERE
pose-3381	EARTH SPHERE
pose-3382	EAR BIRTHDAY
pose-3383	EAR BIRTHDAY
pose-3384	EAR BIRTHDAY
pose-3385	EAR BIRTHDAY
pose-3386	EAR BIRTHDAY
pose-3387	EAST
pose-3388	EAST
pose-3389	EAST
pose-3390	EAST
pose-3391	EAST
pose-3392	EAST
pose-3393	EASTER
pose-3394	EASTER
pose-3395	EASTER
pose-3396	EASY
pose-3397	EASY
pose-3398	EASY
