Gloss Variant,Consultant,Session,Scene,Start,End,id,session_scene,session_scene_id,is_corrupt
HOME+WORK+,Liz,ASL_2008_02_01,23,3020,3071,5129,ASL_2008_02_01-23,189,0
HOME+WORK+,Tyler,ASL_2008_05_29a,51,2750,2787,5130,ASL_2008_05_29a-51,491,0
HOMEWORK,Brady,ASL_2011_06_14_Brady,35,2718,2737,5131,ASL_2011_06_14_Brady-35,780,0
HONEST,Brady,ASL_2011_07_22_Brady,12,1696,1726,5132,ASL_2011_07_22_Brady-12,903,0
HONEST,Liz,ASL_2008_03_28,24,527,569,5133,ASL_2008_03_28-24,346,0
HONEY/DEAR,Brady,ASL_2011_06_14_Brady,35,2956,2981,5134,ASL_2011_06_14_Brady-35,780,0
HONEY/DEAR,Tyler,ASL_2008_05_29a,51,3190,3215,5135,ASL_2008_05_29a-51,491,0
HONEYMOON,Brady,ASL_2011_06_14_Brady,35,3494,3521,5136,ASL_2011_06_14_Brady-35,780,0
HONEYMOON,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,20,1190,1255,5137,ASL_2010_08_10_Liz_additional_lexicon_signs-20,700,0
HONOR,Naomi,ASL_2008_08_13,20,5096,5135,5138,ASL_2008_08_13-20,652,0
HONOR,Tyler,ASL_2008_05_29a,52,2156,2182,5139,ASL_2008_05_29a-52,492,0
HOPE+,Brady,ASL_2011_06_14_Brady,35,4615,4635,5140,ASL_2011_06_14_Brady-35,780,0
HOPE+,Liz,ASL_2008_02_01,24,1470,1500,5141,ASL_2008_02_01-24,190,0
HOPE+,Naomi,ASL_2008_08_13,20,6005,6020,5142,ASL_2008_08_13-20,652,0
HOPE+,Tyler,ASL_2008_05_29a,52,2355,2372,5143,ASL_2008_05_29a-52,492,0
HORSE++,Brady,ASL_2011_06_14_Brady,35,5071,5096,5144,ASL_2011_06_14_Brady-35,780,0
HORSE++,Liz,ASL_2008_02_01,24,1905,1931,5145,ASL_2008_02_01-24,190,0
HORSE++,Naomi,ASL_2008_08_13,20,6725,6750,5146,ASL_2008_08_13-20,652,0
"HORSE+ICL:S""holding moving pole""+",Liz,ASL_2008_02_15,3,315,441,5147,ASL_2008_02_15-3,252,0
"HORSE+ICL:S""holding moving pole""++",Brady,ASL_2011_06_14_Brady,56,722,815,5148,ASL_2011_06_14_Brady-56,800,0
HORSE+RIDE-ON+,Brady,ASL_2011_06_14_Brady,56,321,376,5149,ASL_2011_06_14_Brady-56,800,0
HORSE+RIDE-ON+,Liz,ASL_2008_02_01,24,2163,2255,5150,ASL_2008_02_01-24,190,0
HORSE+RIDE-ON+,Naomi,ASL_2008_08_13,20,6999,7057,5151,ASL_2008_08_13-20,652,0
HOSPITAL,Brady,ASL_2011_06_14_Brady,35,5571,5592,5152,ASL_2011_06_14_Brady-35,780,0
HOSPITAL,Dana,ASL_2007_05_24,18,554,616,5153,ASL_2007_05_24-18,32,0
HOSPITAL,Lana,ASL_2006_10_10,15,641,681,5154,ASL_2006_10_10-15,6,0
HOSPITAL,Liz,ASL_2008_02_01,24,2460,2507,5155,ASL_2008_02_01-24,190,0
HOSPITAL,Naomi,ASL_2008_08_13,20,7310,7340,5156,ASL_2008_08_13-20,652,0
HOT,Brady,ASL_2011_06_14_Brady,35,6300,6313,5157,ASL_2011_06_14_Brady-35,780,0
HOT,Lana,ASL_2006_09_26,61,1533,1555,5158,ASL_2006_09_26-61,1,0
HOT,Liz,ASL_2008_02_01,25,222,255,5159,ASL_2008_02_01-25,191,0
HOT,Naomi,ASL_2008_08_13,20,7742,7755,5160,ASL_2008_08_13-20,652,0
HOT-SPICY++,Liz,ASL_2008_02_29,41,696,740,5161,ASL_2008_02_29-41,315,0
HOTEL,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,2,2317,2360,5162,ASL_2010_08_10_Liz_additional_lexicon_signs-2,699,0
HOTEL+,Brady,ASL_2011_06_14_Brady,37,1332,1362,5163,ASL_2011_06_14_Brady-37,781,0
HOTEL-pl,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,2,2490,2531,5164,ASL_2010_08_10_Liz_additional_lexicon_signs-2,699,0
HOUR,Dana,ASL_2007_05_24,17,1845,1889,5165,ASL_2007_05_24-17,31,0
HOUR,Lana,ASL_2006_10_10,14,1458,1484,5166,ASL_2006_10_10-14,5,0
HOUR_2,Liz,ASL_2008_02_01,25,635,695,5167,ASL_2008_02_01-25,191,0
HOUR_2,Naomi,ASL_2008_08_13,21,1375,1410,5168,ASL_2008_08_13-21,653,0
HOUR_2,Tyler,ASL_2008_05_29b,1,480,531,5169,ASL_2008_05_29b-1,496,0
HOUR_3,Brady,ASL_2011_06_14_Brady,37,2693,2722,5170,ASL_2011_06_14_Brady-37,781,0
HOUSE,Brady,ASL_2011_06_14_Brady,37,3013,3032,5171,ASL_2011_06_14_Brady-37,781,0
HOUSE,Dana,ASL_2007_05_24,17,1985,2025,5172,ASL_2007_05_24-17,31,0
HOUSE,Lana,ASL_2006_10_10,14,1599,1618,5173,ASL_2006_10_10-14,5,0
HOUSE,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,2,2644,2672,5174,ASL_2010_08_10_Liz_additional_lexicon_signs-2,699,0
HOUSE+(P)PAY,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,15,3825,3892,5175,ASL_2010_08_10_Liz_additional_lexicon_signs-15,694,0
HOUSE-pl,Brady,ASL_2011_06_14_Brady,37,3294,3352,5176,ASL_2011_06_14_Brady-37,781,0
HOUSE-pl,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,2,2801,2849,5177,ASL_2010_08_10_Liz_additional_lexicon_signs-2,699,0
HOW+,Brady,ASL_2011_06_14_Brady,37,3894,3922,5178,ASL_2011_06_14_Brady-37,781,0
HOW+,Brady,ASL_2011_06_14_Brady,37,4533,4563,5179,ASL_2011_06_14_Brady-37,781,0
HOW+,Liz,ASL_2008_02_01,25,3595,3625,5180,ASL_2008_02_01-25,191,0
HOW+,Liz,ASL_2008_02_01,25,3900,3935,5181,ASL_2008_02_01-25,191,0
HOW+,Naomi,ASL_2008_08_13,21,5337,5360,5182,ASL_2008_08_13-21,653,0
HOW+,Naomi,ASL_2008_08_13,21,5569,5600,5183,ASL_2008_08_13-21,653,0
HOW++,Tyler,ASL_2008_05_29b,1,2822,2850,5184,ASL_2008_05_29b-1,496,0
HOW-MANY/MANY,Brady,ASL_2011_06_14_Brady,37,5134,5153,5185,ASL_2011_06_14_Brady-37,781,0
HOW-MANY/MANY,Lana,ASL_2006_01_20,22,1871,1905,5186,ASL_2006_01_20-22,0,0
HOW-MANY/MANY,Liz,ASL_2008_02_01,25,1870,1880,5187,ASL_2008_02_01-25,191,0
HOW-MANY/MANY,Naomi,ASL_2008_08_13,21,4286,4305,5188,ASL_2008_08_13-21,653,0
HOW-MANY/MANY,Naomi,ASL_2008_08_13_session2,12,3651,3691,5189,ASL_2008_08_13_session2-12,680,0
HOW-MANY/MANY,Tyler,ASL_2008_05_29b,1,940,960,5190,ASL_2008_05_29b-1,496,0
HUG,Brady,ASL_2011_06_14_Brady,37,6232,6266,5191,ASL_2011_06_14_Brady-37,781,0
HUG,Naomi,ASL_2008_08_13,21,6923,6967,5192,ASL_2008_08_13-21,653,0
HUG,Tyler,ASL_2008_05_29b,1,3251,3276,5193,ASL_2008_05_29b-1,496,0
HUG_2,Liz,ASL_2008_02_01,26,321,365,5194,ASL_2008_02_01-26,192,0
HUMBLE,Liz,ASL_2008_02_01,26,772,810,5195,ASL_2008_02_01-26,192,0
HUMBLE,Liz,ASL_2008_02_01,26,1285,1325,5196,ASL_2008_02_01-26,192,0
HUMBLE,Tyler,ASL_2008_05_29b,2,600,620,5197,ASL_2008_05_29b-2,507,0
HUNDRED,Brady,ASL_2011_06_14_Brady,37,8781,8807,5198,ASL_2011_06_14_Brady-37,781,0
HUNDRED,Liz,ASL_2008_02_01,26,1920,1970,5199,ASL_2008_02_01-26,192,0
HUNDRED,Naomi,ASL_2008_08_13,22,2807,2845,5200,ASL_2008_08_13-22,654,0
HUNGRY/WISH,Liz,ASL_2008_02_01,26,2726,2780,5201,ASL_2008_02_01-26,192,0
HUNGRY/WISH,Liz,ASL_2008_03_28,43,736,773,5202,ASL_2008_03_28-43,367,0
HUNGRY/WISH,Naomi,ASL_2008_08_13,22,4137,4177,5203,ASL_2008_08_13-22,654,0
HUNGRY/WISH,Tyler,ASL_2008_05_29b,2,2720,2755,5204,ASL_2008_05_29b-2,507,0
HUNTING,Liz,ASL_2008_02_01,26,2957,2995,5205,ASL_2008_02_01-26,192,0
HUNTING,Naomi,ASL_2008_08_13,22,4490,4528,5206,ASL_2008_08_13-22,654,0
HURRICANE,Liz,ASL_2008_02_01,26,3161,3224,5207,ASL_2008_02_01-26,192,0
HURRICANE,Naomi,ASL_2008_08_13,22,4812,4832,5208,ASL_2008_08_13-22,654,0
HURRICANE,Tyler,ASL_2008_05_29b,2,3125,3175,5209,ASL_2008_05_29b-2,507,0
HURRY+,Lana,ASL_2006_10_10,14,1896,1922,5210,ASL_2006_10_10-14,5,0
HURRY++,Dana,ASL_2007_05_24,17,2243,2300,5211,ASL_2007_05_24-17,31,0
HURRY++,Liz,ASL_2008_02_01,27,420,445,5212,ASL_2008_02_01-27,193,0
HURRY++,Naomi,ASL_2008_08_13,23,403,435,5213,ASL_2008_08_13-23,655,0
HURRY++,Tyler,ASL_2008_05_29b,3,200,235,5214,ASL_2008_05_29b-3,509,0
HURT,Liz,ASL_2008_02_29,32,1013,1060,5215,ASL_2008_02_29-32,305,0
HURT+,Lana,ASL_2006_10_10,14,2164,2200,5216,ASL_2006_10_10-14,5,0
HURT+,Liz,ASL_2008_02_01,27,620,670,5217,ASL_2008_02_01-27,193,0
HURT+,Liz,ASL_2008_02_29,33,271,354,5218,ASL_2008_02_29-33,306,0
HURT+,Tyler,ASL_2008_05_29b,3,370,410,5219,ASL_2008_05_29b-3,509,0
HURT_2+,Dana,ASL_2007_05_24,17,2482,2533,5220,ASL_2007_05_24-17,31,0
HURT_2+,Naomi,ASL_2008_08_13,23,698,745,5221,ASL_2008_08_13-23,655,0
HURT_3,Brady,ASL_2011_07_19_Brady,83,1424,1458,5222,ASL_2011_07_19_Brady-83,885,0
HUSBAND,Liz,ASL_2008_02_01,27,1204,1232,5223,ASL_2008_02_01-27,193,0
HUSBAND,Naomi,ASL_2008_08_13,23,1325,1355,5224,ASL_2008_08_13-23,655,0
HYPOCRITE,Liz,ASL_2008_02_01,27,1405,1447,5225,ASL_2008_02_01-27,193,0
HYPOCRITE,Naomi,ASL_2008_08_13,23,1615,1636,5226,ASL_2008_08_13-23,655,0
HYPOCRITE,Tyler,ASL_2008_05_29b,3,1010,1036,5227,ASL_2008_05_29b-3,509,0
I,Liz,ASL_2008_02_01,27,1620,1680,5228,ASL_2008_02_01-27,193,0
I,Naomi,ASL_2008_08_13,23,2012,2052,5229,ASL_2008_08_13-23,655,0
I,Tyler,ASL_2008_05_29b,3,1202,1237,5230,ASL_2008_05_29b-3,509,0
I-LOVE-YOU,Liz,ASL_2008_02_01,27,1840,1875,5231,ASL_2008_02_01-27,193,0
I-LOVE-YOU,Naomi,ASL_2008_08_13,23,2275,2292,5232,ASL_2008_08_13-23,655,0
I-LOVE-YOU,Tyler,ASL_2008_05_29b,3,1405,1420,5233,ASL_2008_05_29b-3,509,0
ICE-CREAM+,Lana,ASL_2006_10_10,15,1326,1368,5234,ASL_2006_10_10-15,6,0
ICE-CREAM+,Liz,ASL_2008_02_01,27,2606,2660,5235,ASL_2008_02_01-27,193,0
ICE-CREAM+,Naomi,ASL_2008_08_13,23,3132,3155,5236,ASL_2008_08_13-23,655,0
ICE-CREAM++,Dana,ASL_2007_05_24,18,1261,1330,5237,ASL_2007_05_24-18,32,0
ICE-CREAM++,Tyler,ASL_2008_05_29b,3,2106,2155,5238,ASL_2008_05_29b-3,509,0
ICE-SKATE+,Brady,ASL_2011_07_19_Brady,85,1902,1965,5239,ASL_2011_07_19_Brady-85,887,0
ICE-SKATE+,Dana,ASL_2007_05_24,17,2859,2941,5240,ASL_2007_05_24-17,31,0
ICE-SKATE+,Lana,ASL_2006_10_10,14,2570,2640,5241,ASL_2006_10_10-14,5,0
ICE-SKATE+,Liz,ASL_2008_02_29,33,1191,1275,5242,ASL_2008_02_29-33,306,0
"ICL""peeling an orange""+",Liz,ASL_2008_02_15,34,645,710,5243,ASL_2008_02_15-34,257,0
"ICL""peeling skin""+",Liz,ASL_2008_02_15,34,1210,1285,5244,ASL_2008_02_15-34,257,0
"ICL""peeling with knife""+",Liz,ASL_2008_02_15,34,375,461,5245,ASL_2008_02_15-34,257,0
"ICL""shaking out""+",Liz,ASL_2008_02_15,45,3070,3118,5246,ASL_2008_02_15-45,269,0
"ICL""squeezing small object""",Liz,ASL_2008_03_28,26,2126,2160,5247,ASL_2008_03_28-26,348,0
"ICL:C""pouring over""",Liz,ASL_2008_02_15,45,2760,2863,5248,ASL_2008_02_15-45,269,0
"ICL:F""peeling paint""+",Liz,ASL_2008_02_15,34,935,1000,5249,ASL_2008_02_15-34,257,0
"ICL:S""handling something long and narrow""+",Liz,ASL_2008_02_01,2,2972,3047,5250,ASL_2008_02_01-2,185,0
"ICL:X""handling something long and narrow""",Naomi,ASL_2008_08_13,2,2475,2535,5251,ASL_2008_08_13-2,651,0
IDEA,Dana,ASL_2007_05_24,18,1660,1690,5252,ASL_2007_05_24-18,32,0
IDEA,Lana,ASL_2006_10_10,15,1717,1731,5253,ASL_2006_10_10-15,6,0
IDEA,Liz,ASL_2008_02_01,29,1040,1075,5254,ASL_2008_02_01-29,194,0
IDEA,Naomi,ASL_2008_08_13,24,1077,1095,5255,ASL_2008_08_13-24,656,0
IDEA,Tyler,ASL_2008_05_29b,4,1045,1065,5256,ASL_2008_05_29b-4,510,0
IDENTIFICATION,Tyler,ASL_2008_05_29b,4,1245,1277,5257,ASL_2008_05_29b-4,510,0
IDENTIFICATION,Tyler,ASL_2008_05_29b,4,1486,1510,5258,ASL_2008_05_29b-4,510,0
IDENTIFY,Liz,ASL_2008_02_01,29,1515,1560,5259,ASL_2008_02_01-29,194,0
IDENTIFY,Naomi,ASL_2008_08_13,24,1477,1500,5260,ASL_2008_08_13-24,656,0
IDENTIFY,Naomi,ASL_2008_08_13,24,4171,4195,5261,ASL_2008_08_13-24,656,0
IDENTIFY+,Liz,ASL_2008_02_01,29,1301,1361,5262,ASL_2008_02_01-29,194,0
IF++,Brady,ASL_2011_07_19_Brady,105,2503,2549,5263,ASL_2011_07_19_Brady-105,811,0
IF++,Liz,ASL_2008_02_29,53,2980,3015,5264,ASL_2008_02_29-53,328,0
IGNITION-OFF,Liz,ASL_2008_03_28,25,431,460,5265,ASL_2008_03_28-25,347,0
IGNITION-ON,Brady,ASL_2011_07_22_Brady,13,1945,1969,5266,ASL_2011_07_22_Brady-13,904,0
IGNITION-ON,Brady,ASL_2011_07_22_Brady,13,2235,2262,5267,ASL_2011_07_22_Brady-13,904,0
IGNITION-ON,Liz,ASL_2008_03_28,25,650,690,5268,ASL_2008_03_28-25,347,0
IGNORE,Brady,ASL_2011_06_14_Brady,39,334,351,5269,ASL_2011_06_14_Brady-39,782,0
IGNORE,Liz,ASL_2008_02_01,29,2060,2096,5270,ASL_2008_02_01-29,194,0
IGNORE,Tyler,ASL_2008_05_29b,4,1922,1956,5271,ASL_2008_05_29b-4,510,0
ILLEGAL,Brady,ASL_2011_06_14_Brady,21,4745,4770,5272,ASL_2011_06_14_Brady-21,765,0
ILLEGAL,Brady,ASL_2011_06_14_Brady,39,588,613,5273,ASL_2011_06_14_Brady-39,782,0
ILLEGAL,Liz,ASL_2008_01_18,47,730,752,5274,ASL_2008_01_18-47,167,0
ILLEGAL,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,5,895,954,5275,ASL_2010_08_10_Liz_additional_lexicon_signs-5,714,0
ILLEGAL,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,30,2090,2145,5276,ASL_2010_08_10_Liz_additional_lexicon_signs-30,711,0
ILLEGAL,Naomi,ASL_2008_08_06,47,492,515,5277,ASL_2008_08_06-47,631,0
ILLEGAL,Tyler,ASL_2008_05_29a,27,521,545,5278,ASL_2008_05_29a-27,465,0
IMAGINE+,Brady,ASL_2011_06_14_Brady,39,814,849,5279,ASL_2011_06_14_Brady-39,782,0
IMAGINE+,Liz,ASL_2008_02_01,29,2236,2295,5280,ASL_2008_02_01-29,194,0
IMAGINE+,Naomi,ASL_2008_08_13,24,5610,5653,5281,ASL_2008_08_13-24,656,0
IMAGINE+,Tyler,ASL_2008_05_29b,4,2148,2185,5282,ASL_2008_05_29b-4,510,0
IMAGINE_2/PARANOID+,Brady,ASL_2011_07_19_Brady,26,595,624,5283,ASL_2011_07_19_Brady-26,833,0
IMAGINE_2/PARANOID+,Liz,ASL_2008_02_15,31,705,756,5284,ASL_2008_02_15-31,254,0
IMMATURE+,Liz,ASL_2008_02_01,29,2645,2682,5285,ASL_2008_02_01-29,194,0
IMMATURE+,Naomi,ASL_2008_08_13,24,5975,6015,5286,ASL_2008_08_13-24,656,0
IMMATURE++,Brady,ASL_2011_06_14_Brady,39,1015,1043,5287,ASL_2011_06_14_Brady-39,782,0
IMMATURE++,Tyler,ASL_2008_05_29b,4,2367,2400,5288,ASL_2008_05_29b-4,510,0
IMPORTANT,Brady,ASL_2011_06_14_Brady,39,1480,1508,5289,ASL_2011_06_14_Brady-39,782,0
IMPORTANT,Liz,ASL_2008_02_01,29,2891,2940,5290,ASL_2008_02_01-29,194,0
IMPORTANT,Naomi,ASL_2008_08_13,24,6263,6305,5291,ASL_2008_08_13-24,656,0
IMPORTANT,Tyler,ASL_2008_05_29b,4,2695,2730,5292,ASL_2008_05_29b-4,510,0
IMPOSSIBLE+,Brady,ASL_2011_06_14_Brady,39,1718,1752,5293,ASL_2011_06_14_Brady-39,782,0
IMPOSSIBLE+,Liz,ASL_2008_02_01,30,250,320,5294,ASL_2008_02_01-30,196,0
IMPOSSIBLE+,Naomi,ASL_2008_08_13,24,6515,6555,5295,ASL_2008_08_13-24,656,0
IMPOSSIBLE++,Tyler,ASL_2008_05_29b,4,2885,2940,5296,ASL_2008_05_29b-4,510,0
IMPRESS,Dana,ASL_2007_05_24,17,3131,3171,5297,ASL_2007_05_24-17,31,0
IMPRESS-1p,Brady,ASL_2011_06_14_Brady,39,2170,2189,5298,ASL_2011_06_14_Brady-39,782,0
IMPRESS-1p,Liz,ASL_2008_02_01,30,452,486,5299,ASL_2008_02_01-30,196,0
IMPRESS-1p,Naomi,ASL_2008_08_13,25,225,257,5300,ASL_2008_08_13-25,657,0
IMPRESS-MEMORY,Brady,ASL_2011_07_22_Brady,50,3083,3116,5301,ASL_2011_07_22_Brady-50,942,0
IMPRESS-MEMORY,Liz,ASL_2008_02_29,10,2722,2772,5302,ASL_2008_02_29-10,282,0
IMPROVE,Brady,ASL_2011_06_14_Brady,39,2676,2708,5303,ASL_2011_06_14_Brady-39,782,0
IMPROVE,Liz,ASL_2008_02_01,30,2200,2261,5304,ASL_2008_02_01-30,196,0
IMPROVE-A-LOT,Brady,ASL_2011_06_14_Brady,39,3275,3308,5305,ASL_2011_06_14_Brady-39,782,0
IMPROVE-A-LOT,Naomi,ASL_2008_08_13,25,1530,1558,5306,ASL_2008_08_13-25,657,0
IMPROVE-A-LOT,Naomi,ASL_2008_08_13,25,2527,2570,5307,ASL_2008_08_13-25,657,0
IMPROVE-A-LOT,Tyler,ASL_2008_05_29b,5,1070,1105,5308,ASL_2008_05_29b-5,511,0
IN,Brady,ASL_2011_06_14_Brady,39,3513,3529,5309,ASL_2011_06_14_Brady-39,782,0
IN,Liz,ASL_2008_02_01,30,3212,3250,5310,ASL_2008_02_01-30,196,0
IN,Naomi,ASL_2008_08_13,25,3152,3175,5311,ASL_2008_08_13-25,657,0
IN,Tyler,ASL_2008_05_29b,5,1620,1641,5312,ASL_2008_05_29b-5,511,0
IN+,Brady,ASL_2011_06_14_Brady,40,4414,4439,5313,ASL_2011_06_14_Brady-40,784,0
IN+,Dana,ASL_2007_05_24,18,701,756,5314,ASL_2007_05_24-18,32,0
IN+,Lana,ASL_2006_10_10,15,774,804,5315,ASL_2006_10_10-15,6,0
IN+,Naomi,ASL_2008_08_13,27,900,943,5316,ASL_2008_08_13-27,659,0
IN++,Liz,ASL_2008_02_01,32,910,950,5317,ASL_2008_02_01-32,198,0
IN++,Tyler,ASL_2008_05_29b,7,1040,1087,5318,ASL_2008_05_29b-7,513,0
IN-FIVE-YEARS,Brady,ASL_2011_06_14_Brady,13,2864,2886,5319,ASL_2011_06_14_Brady-13,756,0
IN-FIVE-YEARS,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,16,2300,2335,5320,ASL_2010_08_10_Liz_additional_lexicon_signs-16,695,0
IN-FOUR-YEARS,Brady,ASL_2011_06_14_Brady,13,2627,2648,5321,ASL_2011_06_14_Brady-13,756,0
IN-FOUR-YEARS,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,16,2151,2187,5322,ASL_2010_08_10_Liz_additional_lexicon_signs-16,695,0
IN-THREE-YEARS,Brady,ASL_2011_06_14_Brady,13,2397,2415,5323,ASL_2011_06_14_Brady-13,756,0
IN-THREE-YEARS,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,16,1995,2025,5324,ASL_2010_08_10_Liz_additional_lexicon_signs-16,695,0
INCLUDE/INVOLVE,Brady,ASL_2011_06_14_Brady,39,3740,3754,5325,ASL_2011_06_14_Brady-39,782,0
INCLUDE/INVOLVE,Brady,ASL_2011_06_14_Brady,41,3604,3622,5326,ASL_2011_06_14_Brady-41,785,0
INCLUDE/INVOLVE,Brady,ASL_2011_07_19_Brady,26,3051,3081,5327,ASL_2011_07_19_Brady-26,833,0
INCLUDE/INVOLVE,Dana,ASL_2007_05_24,18,840,891,5328,ASL_2007_05_24-18,32,0
INCLUDE/INVOLVE,Lana,ASL_2006_10_10,15,908,941,5329,ASL_2006_10_10-15,6,0
INCLUDE/INVOLVE,Liz,ASL_2008_02_01,30,3447,3492,5330,ASL_2008_02_01-30,196,0
INCLUDE/INVOLVE,Liz,ASL_2008_02_01,35,225,266,5331,ASL_2008_02_01-35,201,0
INCLUDE/INVOLVE,Naomi,ASL_2008_08_13,25,3400,3425,5332,ASL_2008_08_13-25,657,0
INCLUDE/INVOLVE,Naomi,ASL_2008_08_13,28,2737,2766,5333,ASL_2008_08_13-28,660,0
INCLUDE/INVOLVE,Tyler,ASL_2008_05_29b,5,1827,1855,5334,ASL_2008_05_29b-5,511,0
INCLUDE/INVOLVE,Tyler,ASL_2008_05_29b,8,2170,2200,5335,ASL_2008_05_29b-8,514,0
INCOMPETENT,Dana,ASL_2007_05_24,18,172,212,5336,ASL_2007_05_24-18,32,0
INCOMPETENT_2,Lana,ASL_2006_10_10,15,217,265,5337,ASL_2006_10_10-15,6,0
INCREASE,Brady,ASL_2011_06_14_Brady,39,3966,3981,5338,ASL_2011_06_14_Brady-39,782,0
INCREASE,Dana,ASL_2007_05_24,18,425,484,5339,ASL_2007_05_24-18,32,0
INCREASE,Liz,ASL_2008_02_01,30,3655,3715,5340,ASL_2008_02_01-30,196,0
INCREASE,Naomi,ASL_2008_08_13,25,3767,3786,5341,ASL_2008_08_13-25,657,0
INCREASE,Tyler,ASL_2008_05_29b,5,2040,2067,5342,ASL_2008_05_29b-5,511,0
INCREASE+,Lana,ASL_2006_10_10,15,485,543,5343,ASL_2006_10_10-15,6,0
INCREASE++,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,23,460,536,5344,ASL_2010_08_10_Liz_additional_lexicon_signs-23,703,0
INDEPENDENT,Brady,ASL_2011_06_14_Brady,39,4235,4251,5345,ASL_2011_06_14_Brady-39,782,0
INDEPENDENT,Liz,ASL_2008_02_01,31,265,305,5346,ASL_2008_02_01-31,197,0
INDEPENDENT,Naomi,ASL_2008_08_13,25,4060,4081,5347,ASL_2008_08_13-25,657,0
INDEPENDENT,Tyler,ASL_2008_05_29b,5,2280,2305,5348,ASL_2008_05_29b-5,511,0
INDIVIDUAL,Liz,ASL_2008_02_01,31,650,690,5349,ASL_2008_02_01-31,197,0
INDIVIDUAL,Naomi,ASL_2008_08_13,26,515,537,5350,ASL_2008_08_13-26,658,0
INDIVIDUAL-pl,Brady,ASL_2011_06_14_Brady,39,4725,4773,5351,ASL_2011_06_14_Brady-39,782,0
INDIVIDUAL-pl,Tyler,ASL_2008_05_29b,6,470,510,5352,ASL_2008_05_29b-6,512,0
INDUSTRY+,Liz,ASL_2008_02_01,31,1182,1235,5353,ASL_2008_02_01-31,197,0
INDUSTRY+,Naomi,ASL_2008_08_13,26,1698,1737,5354,ASL_2008_08_13-26,658,0
INDUSTRY+++,Tyler,ASL_2008_05_29b,6,1355,1402,5355,ASL_2008_05_29b-6,512,0
INFLATE,Brady,ASL_2011_06_14_Brady,10,6284,6308,5356,ASL_2011_06_14_Brady-10,753,0
INFLATE,Liz,ASL_2008_01_18,29,477,506,5357,ASL_2008_01_18-29,147,0
INFLATE,Naomi,ASL_2008_08_06,29,205,235,5358,ASL_2008_08_06-29,611,0
INFORM,Brady,ASL_2011_06_14_Brady,40,2949,2975,5359,ASL_2011_06_14_Brady-40,784,0
INFORM,Brady,ASL_2011_07_19_Brady,17,3002,3024,5360,ASL_2011_07_19_Brady-17,823,0
INFORM,Brady,ASL_2011_07_22_Brady,48,3487,3505,5361,ASL_2011_07_22_Brady-48,939,0
INFORM,Lana,ASL_2006_09_26,61,1646,1669,5362,ASL_2006_09_26-61,1,0
INFORM,Liz,ASL_2008_02_01,31,2156,2185,5363,ASL_2008_02_01-31,197,0
INFORM,Liz,ASL_2008_02_15,22,1511,1551,5364,ASL_2008_02_15-22,244,0
INFORM,Naomi,ASL_2008_08_13,26,4120,4141,5365,ASL_2008_08_13-26,658,0
INFORM,Tyler,ASL_2008_05_29b,6,2445,2465,5366,ASL_2008_05_29b-6,512,0
INFORM-1p,Brady,ASL_2011_06_14_Brady,40,3177,3204,5367,ASL_2011_06_14_Brady-40,784,0
INFORM-1p,Liz,ASL_2008_02_01,31,2470,2511,5368,ASL_2008_02_01-31,197,0
INFORM-1p,Naomi,ASL_2008_08_13,26,4416,4445,5369,ASL_2008_08_13-26,658,0
INFORM-1p,Tyler,ASL_2008_05_29b,6,2665,2692,5370,ASL_2008_05_29b-6,512,0
INFORM-ALL,Brady,ASL_2011_06_14_Brady,40,2710,2734,5371,ASL_2011_06_14_Brady-40,784,0
INFORM-ALL,Liz,ASL_2008_02_01,31,1940,1975,5372,ASL_2008_02_01-31,197,0
INFORM-ALL,Naomi,ASL_2008_08_13,26,3842,3887,5373,ASL_2008_08_13-26,658,0
INFORM-ALL,Tyler,ASL_2008_05_29b,6,2220,2245,5374,ASL_2008_05_29b-6,512,0
INJECT,Brady,ASL_2011_06_14_Brady,40,3702,3718,5375,ASL_2011_06_14_Brady-40,784,0
INJECT,Brady,ASL_2011_07_22_Brady,43,2394,2420,5376,ASL_2011_07_22_Brady-43,934,0
INJECT,Liz,ASL_2008_02_01,32,290,330,5377,ASL_2008_02_01-32,198,0
INJECT,Naomi,ASL_2008_08_13,4,3988,4022,5378,ASL_2008_08_13-4,671,0
INJECT,Naomi,ASL_2008_08_13,26,4798,4828,5379,ASL_2008_08_13-26,658,0
INJECT,Tyler,ASL_2008_05_29b,6,2946,2975,5380,ASL_2008_05_29b-6,512,0
INJECT+,Liz,ASL_2008_02_01,5,267,310,5381,ASL_2008_02_01-5,217,0
INNOCENT,Brady,ASL_2011_06_14_Brady,40,4179,4194,5382,ASL_2011_06_14_Brady-40,784,0
INNOCENT,Liz,ASL_2008_02_01,32,695,720,5383,ASL_2008_02_01-32,198,0
